tanth          M1coeff        M2coeff        lam1           lam2           lam3           lam4           lam5           m3             m5             mH             vDelta         vphi           mu2sq          mu3sq          
0.00543        10.10916       -5.75351       0.03236        0.32476        0.3996         0.05282        -1.78463       519.93434      402.62033      569.59626      0.47226        246.21638      -7840.48486    176837.06342   
0.00815        15.23002       -29.82611      0.03235        1.107          -0.04481       0.05009        -1.9688        515.55719      382.33282      570.60071      0.7092         246.21183      -7834.72127    71766.59386    
0.0081         2.3277         -13.25783      0.03235        0.52067        -0.22243       0.46021        0.09782        230.15599      242.45629      223.75039      0.70548        246.21191      -7842.80095    -7251.53684    
0.0069         0.8094         -14.42563      0.03257        0.88681        0.65076        -0.11949       0.04438        147.56147      156.08222      143.48189      0.60048        246.21414      -7897.95904    -84453.18909   
0.00601        5.18594        29.48878       0.03235        1.3165         0.37284        0.03034        0.48176        405.9561       440.66506      387.42785      0.5233         246.21555      -7841.55674    19871.15122    
0.01137        23.76299       -21.00596      0.03247        0.06138        0.79124        -0.02228       -0.61332       587.54693      554.74871      603.27655      0.98997        246.20408      -7839.0332     319009.22713   
0.00602        8.57383        20.88845       0.03235        1.38653        -0.24048       0.46021        -0.65057       477.59967      434.49415      497.74471      0.52435        246.21553      -7840.05174    40329.48783    
0.0074         10.86603       -12.25009      0.03237        0.40363        0.14161        -0.02863       -0.17978       500.19658      489.0708       505.66075      0.6442         246.21326      -7841.07144    195749.37408   
0.00456        4.15367        -3.24374       0.03236        0.25868        -0.14903       0.5732         0.69037        423.85655      470.62442      398.4224       0.39661        246.21744      -7844.34478    169204.167     
0.0097         5.40871        -11.69073      0.03238        0.08754        -1.40978       1.44144        0.21581        321.93124      341.44633      311.74017      0.84425        246.20842      -7845.42696    99490.39593    
0.00837        22.4608        3.35853        0.0324         1.70189        -0.01524       0.06153        1.05579        706.48536      750.41183      683.44434      0.72876        246.21137      -7835.25111    324764.64052   
0.00331        2.71483        -20.567        0.03235        1.52355        0.39529        -0.02953       2.21399        457.98203      586.4251       377.7196       0.28847        246.21865      -7843.36501    92093.34778    
0.00116        3.14645        19.53116       0.03235        0.80509        0.31279        0.27862        1.8915         726.78977      801.82111      686.20448      0.10127        246.21983      -7843.82554    487953.92723   
0.00724        4.16031        9.99515        0.03235        0.99493        0.69777        -0.18261       0.38435        334.1943       367.50172      316.21637      0.63032        246.21355      -7841.76479    2739.87464     
0.00785        16.63944       2.25571        0.03241        1.15383        -0.28942       0.45207        1.9423         654.26606      738.78172      607.61194      0.68309        246.21242      -7842.97712    347024.99599   
0.01145        6.36052        -26.86831      0.03238        0.24695        0.52676        0.03888        0.27567        324.1996       348.54647      311.31844      0.9964         246.20387      -7843.36302    83345.06506    
0.00336        6.77025        -20.35934      0.03236        0.59854        0.02209        0.08235        0.55614        606.06425      633.20883      592.02449      0.29279        246.21861      -7843.43318    311560.1688    
0.00937        21.62623       -24.71587      0.03241        0.35658        -0.0789        0.19729        -1.00971       609.39806      556.67187      634.10646      0.8154         246.2092       -7835.84135    297376.31471   
0.00708        16.97467       27.41988       0.03236        0.81239        -0.26503       0.3062         -2.62538       581.20242      422.88002      645.95788      0.6164         246.21383      -7835.31956    159806.63179   
0.01003        4.19738        15.20568       0.03242        1.25318        -0.33476       0.42852        -0.58757       234.57889      139.86283      269.79876      0.87339        246.20761      -7862.77374    -114641.21269  
0.00151        4.27172        -23.75816      0.03235        0.65074        1.29026        -0.38356       1.05933        723.59078      766.659        701.06517      0.13173        246.21972      -7843.77035    476773.00815   
0.01136        9.71923        -20.31008      0.03238        0.45067        0.46673        -0.14623       0.14921        391.79371      402.85203      386.13006      0.98876        246.20412      -7839.32376    103248.14867   
0.01048        23.08126       -24.6365       0.03248        0.84773        0.32857        0.01478        1.53435        655.75403      722.985        619.40426      0.91217        246.20648      -7843.86295    373559.61944   
0.00307        5.19152        12.51775       0.03235        0.73517        -0.40898       0.43033        -2.29382       474.1791       292.95686      542.54428      0.26729        246.21884      -7842.61769    66196.09784    
0.00488        11.1109        -0.41023       0.03235        0.60867        -0.65923       0.90279        -1.91478       581.71546      471.48951      629.62888      0.42478        246.21707      -7840.39819    206543.97095   
0.00231        2.50258        12.36056       0.03235        0.17379        0.83385        -0.03452       -1.16732       390.96455      286.55724      433.84556      0.2015         246.21934      -7843.4258     96411.82607    
0.00561        10.35761       15.83423       0.03236        0.89946        0.18832        -0.05751       -0.04804       565.56835      563.06161      566.8104       0.48854        246.21612      -7840.90141    209392.92566   
0.00573        14.56155       16.69579       0.03235        1.40157        0.20443        0.12057        -4.45677       554.65125      193.77447      665.3337       0.49849        246.21596      -7838.30556    2654.66903     
